x y z
"115481" 711972.88 5093987.04 470.55
"115501" 711978.96 5093788.82 469.49
"115521" 711982.79 5093666.62 465.71
"115541" 711984.8 5093595.78 469.26
"115561" 711983.71 5093658.69 465.64
"115581" 711981.44 5093740.84 468.95
"115601" 711978.64 5093845.55 470.57
"115621" 711975.22 5093984.33 470.61
"115641" 711979.48 5093845.71 470.57
"115661" 711981.27 5093788.94 469.49
"115681" 711983.03 5093732.28 468.9
"115701" 711986.05 5093638.66 465.46
"115721" 711986.51 5093648.17 465.46
"115741" 711984 5093739.25 469.06
"115761" 711982.86 5093782.06 469.53
"115781" 711982.03 5093813.54 469.72
"115801" 711981.17 5093845.12 470.59
"115821" 711979.19 5093935.91 471.04
"115841" 711981.84 5093850.7 470.63
"115861" 711982.73 5093822.85 469.99
"115881" 711983.56 5093796.27 469.69
"115901" 711984.63 5093762.27 469.31
"115921" 711986.34 5093710.57 466.76
"115941" 711988.62 5093638.47 465.63
"115961" 711989.6 5093626.22 465.89
"115981" 711988.75 5093659.25 465.37
"116001" 711986.15 5093752.66 469.26
"116021" 711985.38 5093781.5 469.57
"116041" 711984.64 5093809.39 469.74
"116061" 711983.6 5093847.31 470.81
"116081" 711982.72 5093880.43 470.93
"116101" 711983.62 5093875.14 470.97
"116121" 711985.59 5093813.92 469.98
"116141" 711986.68 5093779.86 469.55
"116161" 711990.14 5093675.16 464.83
"116181" 711991.61 5093626.84 465.93
"116201" 711993.64 5093569.29 469.12
"116221" 711991.7 5093647.11 465.14
"116241" 711988.75 5093750.85 469.24
"116261" 711986.41 5093835.06 471.27
"116281" 711983.63 5093938.12 471.39
"116301" 711985.74 5093885.04 470.94
"116321" 711989.13 5093779.49 469.63
"116341" 711992.77 5093671.07 464.69
"116361" 711994.44 5093616.56 466.23
"116381" 711995.14 5093615.04 466.36
"116401" 711993.68 5093671.92 464.82
"116421" 711990.38 5093788.09 470.24
"116441" 711985.54 5093966.7 471.57
"116461" 711991.36 5093794.38 470.05
"116481" 711994.47 5093698.6 468.38
"116501" 711998.79 5093561.59 469.44
"116521" 711996.65 5093658.7 464.15
"116541" 711992.99 5093785.14 469.84
"116561" 711988.9 5093933.35 471.29
"116581" 711990.38 5093901.18 471.02
"116601" 711994.42 5093776.35 470.33
"116621" 711999.19 5093661.97 464.23
"116641" 711995.63 5093784.29 469.65
"116661" 711992.31 5093902.86 471.03
"116681" 711991.94 5093930.91 471.34
"116701" 711996.61 5093787.45 469.99
"116721" 711999.32 5093743.54 469.28
"116741" 711997.67 5093802.8 470
"116761" 711993.42 5093955.63 471.69
"116781" 711999.21 5093788.31 470.13
"116801" 711995.34 5093974.99 470.77
"116821" 711997.32 5093919.78 471.43
"116841" 711999.77 5093997.08 471.82
"116861" 711999.49 5093506.9 470.41
"116881" 711999.24 5093595.39 467.53
"116901" 711999.16 5093765.93 469.57
"116921" 711998.37 5093586.84 468.16
"116941" 711997.72 5093456.39 464.98
"116961" 711997.22 5093487.65 470.17
"116981" 711996.74 5093643.17 463.99
"117001" 711996.31 5093677.39 466.01
"117021" 711996.08 5093568.66 469.05
"117041" 711994.62 5093441.14 465.02
"117061" 711994.43 5093628.59 466.23
"117081" 711994.26 5093746.31 469.19
"117101" 711993.7 5093625.75 466.22
"117121" 711993.23 5093474.56 465.99
"117141" 711992.5 5093447.75 465.25
"117161" 711992.35 5093622.27 466.11
"117181" 711992.19 5093663.78 463.95
"117201" 711992.2 5093742.24 469.17
"117221" 711991.65 5093637.58 465.56
"117241" 711991.48 5093514.99 470.06
"117261" 711990.09 5093465.82 464.82
"117281" 711989.88 5093633.59 465.75
"117301" 711989.93 5093741.06 469.07
"117321" 711989.34 5093656.79 465.43
"117341" 711989.28 5093628.67 465.94
"117361" 711988.24 5093341.97 466.63
"117381" 711987.76 5093642.4 465.57
"117401" 711987.83 5093745.02 469.24
"117421" 711987.13 5093648.74 465.48
"117441" 711986.38 5093395.54 466.69
"117461" 711985.88 5093547.07 469.52
"117481" 711985.71 5093759.06 469.29
"117501" 711985.59 5093740.58 469.44
"117521" 711984.9 5093504.17 469.33
"117541" 711984.11 5093337.71 465.19
"117561" 711983.45 5093632.38 464.49
"117581" 711983.6 5093755.16 469.18
"117601" 711983.5 5093750.83 469.06
"117621" 711982.96 5093646.47 464.94
"117641" 711982.44 5093379.36 470.28
"117661" 711981.79 5093572.57 468.68
"117681" 711981.65 5093761.32 469.57
"117701" 711980.99 5093649.42 464.71
"117721" 711979.67 5093476.84 464.95
"117741" 711979.61 5093665.55 466.13
"117761" 711979.57 5093737.59 468.94
"117781" 711978.98 5093570.44 468.99
"117801" 711977.67 5093337.23 465.15
"117821" 711977.44 5093634.41 464.63
"117841" 711977.52 5093734.47 468.85
"117861" 711977.14 5093589.89 470.49
"117881" 711976.36 5093438.51 465.77
"117901" 711975.97 5093588.97 470.12
"117921" 711975.7 5093731.5 468.83
"117941" 711975.07 5093571.99 468.56
"117961" 711973.79 5093524.86 468.79
"117981" 711973.85 5093719.27 468.48
"118001" 711973.54 5093695.59 467.3
"118021" 711971.88 5093406.77 465.09
"118041" 711972.07 5093703.78 467.78
"118061" 711971.29 5093629.11 464.08
"118081" 711969.92 5093427.27 465.11
"118101" 711970.17 5093705.42 467.96
"118121" 711969.4 5093585.95 468.07
"118141" 711967.86 5093427.78 465.15
"118161" 711968.21 5093713.45 468.32
"118181" 711966.8 5093480.97 464.85
"118201" 711965.91 5093505.55 465.56
"118221" 711965.42 5093661.45 464.65
"118241" 711964.14 5093381.54 465.84
"118261" 711963.87 5093645.29 464.54
"118281" 711963.45 5093651.44 464.47
"118301" 711961.76 5093488.95 464.84
"118321" 711961.33 5093630.34 464.48
"118341" 711959.9 5093449.53 465.44
"118361" 711959.48 5093629.83 464.37
"118381" 711958.21 5093553.42 467.25
"118401" 711957.52 5093543.37 468.13
"118421" 711956.54 5093585.92 466.78
"118441" 711955.84 5093584.53 466.97
"118461" 711954.39 5093481.61 464.84
"118481" 711954.23 5093660.11 464.68
"118501" 711953.31 5093460.39 465
"118521" 711952.96 5093639.83 464.6
"118541" 711952.29 5093559.79 466.44
"118561" 711951.13 5093506.75 464.84
"118581" 711950.85 5093638.27 464.08
"118601" 711950.19 5093699.16 468.15
"118621" 711948.53 5093400.18 465.05
"118641" 711948.74 5093671.15 465.49
"118661" 711947.76 5093496.95 464.87
"118681" 711947.47 5093597.75 464.6
"118701" 711947.19 5093618.33 464.6
"118721" 711946.03 5093384.24 466.18
"118741" 711946.25 5093619.52 464.66
"118761" 711945.52 5093532.38 465.62
"118781" 711945.51 5093641.58 464.53
"118801" 711944.85 5093602.94 464.65
"118821" 711944.64 5093635.33 464.11
"118841" 711944.07 5093556.16 465.57
"118861" 711943.72 5093539.27 465.43
"118881" 711943.1 5093530.65 465.09
"118901" 711943.02 5093645.38 464.23
"118921" 711942.15 5093531.96 464.97
"118941" 711942.49 5093688.55 466.56
"118961" 711940.97 5093354.93 465.38
"118981" 711941.34 5093626.32 464.31
"119001" 711941.04 5093608.89 464.69
"119021" 711940.17 5093531.46 464.99
"119041" 711940.35 5093663.88 465.41
"119061" 711939.61 5093492.1 464.91
"119081" 711939.48 5093569.85 464.8
"119101" 711939.62 5093650.25 463.65
"119121" 711938.95 5093528.18 464.78
"119141" 711938.56 5093608.13 464.9
"119161" 711938.51 5093641.29 464.43
"119181" 711937.44 5093355.26 465.25
"119201" 711937.93 5093644.83 464.16
"119221" 711937.09 5093496.69 464.72
"119241" 711937.03 5093618.8 464.84
"119261" 711936.57 5093533.05 464.7
"119281" 711935.94 5093490.53 465.09
"119301" 711936.28 5093684.29 465.9
"119321" 711934.83 5093356.63 464.97
"119341" 711935.11 5093611.85 464.66
"119361" 711934.83 5093610.1 464.77
"119381" 711933.47 5093353.33 465.11
"119401" 711933.98 5093690.56 466.21
"119421" 711933.12 5093545.96 464.79
"119441" 711932.17 5093318.63 465.16
"119461" 711932.11 5093524.28 464.69
"119481" 711932.31 5093693.24 466.24
"119501" 711931.38 5093528.87 464.72
"119521" 711930.35 5093487.34 464.99
"119541" 711930.36 5093641.49 464.27
"119561" 711930.04 5093644.43 464.58
"119581" 711929.2 5093417.96 465.02
"119601" 711928.39 5093592.89 464.71
"119621" 711927.92 5093616.36 464.89
"119641" 711927.61 5093510.64 465.14
"119661" 711926.47 5093555.64 464.76
"119681" 711925.82 5093605.49 464.71
"119701" 711924.54 5093484.97 465.06
"119721" 711924.31 5093611.62 464.88
"119741" 711923.9 5093643.25 464.38
"119761" 711923.67 5093495.43 465.46
"119781" 711922.52 5093505.95 464.85
"119801" 711922.16 5093642.81 464.76
"119821" 711921.66 5093544.89 464.84
"119841" 711921.17 5093314.06 465.36
"119861" 711920.43 5093545.6 464.57
"119881" 711919.74 5093616.56 464.95
"119901" 711919.63 5093397.86 465.65
"119921" 711918.92 5093426.41 465.31
"119941" 711918.28 5093603.42 464.85
"119961" 711917.78 5093535.32 465.19
"119981" 711917.73 5093310.22 465.15
"120001" 711916.57 5093524.63 465.11
"120021" 711915.74 5093699.8 465.46
"120041" 711915.8 5093478.68 465.67
"120061" 711914.72 5093537.27 464.81
"120081" 711913.9 5093678.17 464.87
"120101" 711913.95 5093530.02 465.14
"120121" 711913.45 5093384.72 465.97
"120141" 711912.72 5093537.74 464.48
"120161" 711912.03 5093574.72 464.89
"120181" 711912.04 5093293.52 465.17
"120201" 711911.05 5093515.82 465.74
"120221" 711910.11 5093553.93 464.58
"120241" 711910.35 5093319.44 465.21
"120261" 711908.73 5093600.01 464.65
"120281" 711908.27 5093546.21 464.82
"120301" 711908.5 5093283.26 465.02
"120321" 711907.14 5093546.94 465.09
"120341" 711906.33 5093689.95 464.71
"120361" 711906.52 5093526.94 464.7
"120381" 711905.89 5093433.05 464.9
"120401" 711904.85 5093623.76 463.51
"120421" 711904.64 5093674.57 464.46
"120441" 711904.42 5093640.8 464.71
"120461" 711904.58 5093507.1 465.81
"120481" 711903.87 5093478.24 466.23
"120501" 711903.12 5093628.98 464.73
"120521" 711902.95 5093668.88 464.86
"120541" 711902.75 5093634.46 464.85
"120561" 711902.91 5093530.39 465.7
"120581" 711902.1 5093475.42 467.05
"120601" 711901.17 5093633.07 464.92
"120621" 711900.74 5093665.98 464.84
"120641" 711900.84 5093583.46 464.74
"120661" 711901.17 5093394.63 464.84
"120681" 711899.9 5093570.58 464.82
"120701" 711899.46 5093660.88 464.69
"120721" 711899.26 5093656.74 464.94
"120741" 711899.39 5093569.58 464.61
"120761" 711899.88 5093307.73 465.25
"120781" 711898.34 5093559.82 464.78
"120801" 711897.9 5093648.59 464.98
"120821" 711897.65 5093640.61 464.81
"120841" 711897.8 5093565.05 464.83
"120861" 711898.39 5093294.56 465.21
"120881" 711896.6 5093589.95 464.53
"120901" 711896.33 5093642.81 464.84
"120921" 711896.01 5093650.82 464.89
"120941" 711896.11 5093590.78 464.47
"120961" 711896.7 5093294.42 465.18
"120981" 711895.14 5093567.74 464.89
"121001" 711894.53 5093663.93 464.76
"121021" 711894.3 5093638.38 464.72
"121041" 711894.45 5093565.28 464.67
"121061" 711895.13 5093296.03 465.44
"121081" 711893.26 5093562.37 464.84
"121101" 711892.75 5093641.63 464.84
"121121" 711892.4 5093670.19 464.99
"121141" 711892.71 5093566.4 464.6
"121161" 711893.36 5093310.94 465.16
"121181" 711891.72 5093540.65 465.38
"121201" 711890.98 5093637.49 464.84
"121221" 711890.36 5093697.45 464.92
"121241" 711890.53 5093634.37 464.71
"121261" 711890.74 5093563.61 464.68
"121281" 711891.58 5093282.74 465.15
"121301" 711889.5 5093567.36 464.63
"121321" 711888.98 5093639.3 464.88
"121341" 711888.64 5093635.47 464.79
"121361" 711889.05 5093540.93 465.5
"121381" 711889.08 5093387.49 466.06
"121401" 711887.27 5093599.26 464.09
"121421" 711886.83 5093657.21 464.77
"121441" 711886.6 5093631.51 464.61
"121461" 711886.96 5093547.76 464.97
"121481" 711887.84 5093336.28 464.93
"121501" 711885.83 5093531.97 465.32
"121521" 711884.96 5093628.62 464.7
"121541" 711884.18 5093718.87 465.81
"121561" 711884.56 5093614.23 464.59
"121581" 711885.66 5093387.42 466.25
"121601" 711884.88 5093400.49 465.27
"121621" 711883.29 5093576.57 464.85
"121641" 711882.43 5093673.05 464.89
"121661" 711882.15 5093674.78 464.76
"121681" 711882.38 5093624.76 464.64
"121701" 711883.38 5093438.81 466.13
"121721" 711882.81 5093390.08 464.93
"121741" 711881.24 5093550.71 464.84
"121761" 711880.23 5093652.58 464.81
"121781" 711879.77 5093674.28 464.83
"121801" 711880.11 5093607.35 464.52
"121821" 711881.18 5093412.34 465.02
"121841" 711879.39 5093519.26 464.9
"121861" 711878.51 5093604.88 464.35
"121881" 711877.51 5093707.27 464.83
"121901" 711877.68 5093644.36 464.8
"121921" 711878.32 5093521.18 464.7
"121941" 711879.3 5093339.09 465.29
"121961" 711876.95 5093522.91 464.97
"121981" 711875.9 5093626.54 464.72
"122001" 711875.14 5093701.42 464.56
"122021" 711875.27 5093651.93 464.97
"122041" 711875.88 5093546.33 465.04
"122061" 711876.63 5093414.57 465.01
"122081" 711876.34 5093361.23 464.74
"122101" 711874.54 5093532.64 464.76
"122121" 711873.55 5093626.98 464.73
"122141" 711872.8 5093696.79 464.62
"122161" 711872.82 5093652.59 464.68
"122181" 711873 5093618.61 464.49
"122201" 711873.48 5093536.32 465.04
"122221" 711874.6 5093335.28 465.06
"122241" 711872.18 5093525.8 464.71
"122261" 711871.34 5093605.48 464.57
"122281" 711870.65 5093673.47 464.76
"122301" 711870.63 5093637.31 465.22
"122321" 711871.07 5093561.66 464.88
"122341" 711872.02 5093395.37 464.76
"122361" 711870.99 5093418.82 464.93
"122381" 711869.56 5093552.01 464.97
"122401" 711868.38 5093663.7 464.85
"122421" 711868.45 5093603.91 464.74
"122441" 711868.98 5093519.5 464.62
"122461" 711869.67 5093414.69 464.76
"122481" 711868.8 5093421.28 464.8
"122501" 711867.13 5093573.56 464.85
"122521" 711866.29 5093650.63 464.79
"122541" 711866.12 5093620.15 464.71
"122561" 711866.53 5093560.33 464.89
"122581" 711867.31 5093441.22 464.75
"122601" 711866.93 5093403.72 464.81
"122621" 711865.6 5093528.78 464.7
"122641" 711864.84 5093600.05 464.72
"122661" 711863.84 5093693.96 464.6
"122681" 711864.3 5093600.32 464.76
"122701" 711864.68 5093541.92 464.86
"122721" 711865.11 5093478.16 465.12
"122741" 711866.07 5093331.35 465.17
"122761" 711864.11 5093477.32 465.17
"122781" 711863.61 5093522.09 464.61
"122801" 711863.07 5093575.61 465.02
"122821" 711862.26 5093652.43 464.86
"122841" 711861.88 5093663.69 464.82
"122861" 711862.6 5093561.68 464.88
"122881" 711863.02 5093502.58 464.83
"122901" 711863.53 5093428.37 464.69
"122921" 711862.93 5093418.8 464.89
"122941" 711861.91 5093511.99 464.43
"122961" 711860.97 5093601.08 464.63
"122981" 711860.17 5093678.65 465
"123001" 711860.29 5093628.31 464.98
"123021" 711860.86 5093545.74 465.02
"123041" 711861.55 5093442.09 464.84
"123061" 711861.48 5093387.27 465.13
"123081" 711860.58 5093476 464.91
"123101" 711860.05 5093529.1 464.86
"123121" 711859.31 5093601.77 464.56
"123141" 711858.33 5093725.64 468.89
"123161" 711858.91 5093607.73 464.6
"123181" 711859.43 5093530.12 464.87
"123201" 711859.69 5093487.78 464.64
"123221" 711860.19 5093413.68 464.87
"123241" 711859.45 5093416.42 464.93
"123261" 711858.55 5093501.47 464.83
"123281" 711857.6 5093594.04 464.46
"123301" 711856.54 5093726.07 468.8
"123321" 711857.15 5093599 464.62
"123341" 711857.89 5093492.18 464.48
"123361" 711858.45 5093417.01 464.97
"123381" 711858.15 5093402.86 464.92
"123401" 711857.32 5093486.87 464.54
"123421" 711856.22 5093601.92 464.64
"123441" 711855.22 5093681.61 464.53
"123461" 711856.15 5093539.22 464.81
"123481" 711856.57 5093473.07 464.7
"123501" 711857.55 5093318.89 464.95
"123521" 711856.28 5093424.96 464.66
"123541" 711855.32 5093527.5 464.75
"123561" 711854.1 5093658.26 464.79
"123581" 711853.83 5093663.63 464.52
"123601" 711854.71 5093535.59 464.72
"123621" 711855.15 5093471.87 464.92
"123641" 711855.69 5093350.69 464.86
"123661" 711854.45 5093483.54 464.56
"123681" 711853.65 5093571.09 464.93
"123701" 711852.72 5093670.22 464.85
"123721" 711852.49 5093668.19 464.66
"123741" 711853.44 5093515.14 464.7
"123761" 711854.04 5093416.27 464.75
"123781" 711853.69 5093415.66 464.78
"123801" 711853 5093493.73 464.43
"123821" 711852.11 5093596.95 464.19
"123841" 711851.22 5093687.22 464.5
"123861" 711851.8 5093591.05 464.45
"123881" 711852.47 5093479.71 464.52
"123901" 711852.91 5093365.73 466.27
"123921" 711851.96 5093466.04 464.6
"123941" 711851.57 5093515.74 465.02
"123961" 711850.81 5093602.37 464.46
"123981" 711850.12 5093658.53 464.55
"124001" 711850.85 5093532.39 464.76
"124021" 711851.44 5093443.17 466.25
"124041" 711851.62 5093361.39 466.03
"124061" 711850.98 5093433.64 464.71
"124081" 711850.42 5093505.58 464.73
"124101" 711849.23 5093656.35 464.62
"124121" 711849.17 5093625.35 464.99
"124141" 711849.72 5093515.78 465.02
"124161" 711849.95 5093463.92 464.71
"124181" 711849.99 5093386.9 465.15
"124201" 711849.17 5093494.44 464.65
"124221" 711848.01 5093655.68 464.45
"124241" 711847.71 5093721.3 468.61
"124261" 711847.98 5093611.54 465.05
"124281" 711848.44 5093495.26 464.52
"124301" 711848.86 5093398.61 465.04
"124321" 711848.26 5093425.26 464.87
"124341" 711847.67 5093518.42 465.11
"124361" 711846.67 5093673.29 464.63
"124381" 711846.5 5093676.37 464.52
"124401" 711847.22 5093500.55 464.78
"124421" 711847.56 5093409.97 464.66
"124441" 711847.28 5093397.19 464.98
"124461" 711846.68 5093497.69 464.64
"124481" 711845.76 5093657.7 464.73
"124501" 711845.48 5093734.74 467.82
"124521" 711845.54 5093658.15 464.76
"124541" 711846.03 5093497.79 464.6
"124561" 711846.28 5093421.31 465.24
"124581" 711846.25 5093364.44 466.17
"124601" 711845.58 5093481.53 464.58
"124621" 711844.83 5093639.8 464.83
"124641" 711844.62 5093723.33 468.73
"124661" 711844.71 5093600.49 464.47
"124681" 711845.11 5093441.79 464.79
"124701" 711844.74 5093428.65 464.92
"124721" 711844.43 5093498.18 464.68
"124741" 711843.96 5093609.89 464.46
"124761" 711843.75 5093721.73 468.51
"124781" 711843.66 5093627.47 464.86
"124801" 711843.92 5093477.67 464.48
"124821" 711844.17 5093345.05 464.86
"124841" 711843.85 5093390.91 464.92
"124861" 711843.47 5093505.49 464.69
"124881" 711843.02 5093628.25 464.93
"124901" 711842.79 5093721.01 468.44
"124921" 711842.62 5093606.37 464.38
"124941" 711842.65 5093490.03 464.44
"124961" 711842.7 5093379.08 464.73
"124981" 711842.28 5093434.96 464.69
"125001" 711842.05 5093530.37 464.91
"125021" 711841.73 5093664.85 464.73
"125041" 711841.55 5093656.45 464.77
"125061" 711841.55 5093551.7 464.91
"125081" 711841.51 5093436.11 464.71
"125101" 711841.16 5093373.47 464.83
"125121" 711840.89 5093498.76 464.55
"125141" 711840.67 5093628.57 464.91
"125161" 711840.3 5093591.71 464.34
"125181" 711840.19 5093472.09 464.59
"125201" 711840.04 5093348.93 464.88
"125221" 711839.64 5093450.62 465.06
"125241" 711839.54 5093524.94 464.76
"125261" 711839.4 5093650.63 464.53
"125281" 711839.13 5093623.08 465.04
"125301" 711838.89 5093498.12 464.63
"125321" 711838.41 5093285.51 465.18
"125341" 711838.28 5093500.21 464.41
"125361" 711838.27 5093578.47 464.42
"125381" 711838.14 5093665.07 464.62
"125401" 711837.82 5093514.14 464.72
"125421" 711837.17 5093398.77 464.89
"125441" 711837.13 5093493.29 464.62
"125461" 711837.06 5093598.97 463.45
"125481" 711836.9 5093683.09 464.62
"125501" 711836.51 5093572.35 464.9
"125521" 711836.13 5093465.96 464.75
"125541" 711835.56 5093467.27 464.56
"125561" 711835.68 5093547.47 464.68
"125581" 711835.91 5093678.99 464.81
"125601" 711835.38 5093599.18 463.42
"125621" 711835 5093490.98 464.53
"125641" 711834.43 5093359.85 464.98
"125661" 711834.21 5093499.14 464.55
"125681" 711834.34 5093588.09 464.2
"125701" 711834.66 5093712.92 468.07
"125721" 711833.77 5093577.66 464.59
"125741" 711833.3 5093486.65 464.82
"125761" 711832.11 5093304.9 464.83
"125781" 711832.51 5093472.02 464.5
"125801" 711832.79 5093576.15 464.63
"125821" 711833.11 5093685.22 464.62
"125841" 711832.41 5093602.15 464.09
"125861" 711832.06 5093540.04 464.72
"125881" 711831.64 5093472.69 464.6
"125901" 711830.55 5093340.31 465.14
"125921" 711830.99 5093481.54 464.56
"125941" 711831.32 5093578.47 464.6
"125961" 711831.57 5093650.94 464.43
"125981" 711831.28 5093653.24 464.6
"126001" 711830.38 5093523.62 464.83
"126021" 711829.7 5093429.32 464.78
"126041" 711829.14 5093465.02 464.52
"126061" 711829.47 5093550.05 464.39
"126081" 711829.92 5093654.68 464.6
"126101" 711829.24 5093605.05 464.33
"126121" 711828.51 5093508.67 464.64
"126141" 711827.84 5093421.45 465.15
"126161" 711827.49 5093465.21 464.62
"126181" 711827.87 5093543.16 464.41
"126201" 711828.46 5093654.7 464.61
"126221" 711828.36 5093680.28 464.35
"126241" 711827.47 5093577.85 464.55
"126261" 711826.66 5093490.17 464.67
"126281" 711824.65 5093298.99 465.19
"126301" 711825.51 5093478 464.56
"126321" 711826.23 5093606.12 464.44
"126341" 711826.98 5093704.64 467.59
"126361" 711826.08 5093646.93 464.25
"126381" 711825.06 5093538.95 464.51
"126401" 711824.12 5093443.31 464.54
"126421" 711822.79 5093353.71 464.76
"126441" 711823.6 5093491.17 464.6
"126461" 711824.19 5093592.11 464.02
"126481" 711824.76 5093679.62 464.32
"126501" 711824.34 5093666.91 464.59
"126521" 711823.43 5093582.32 464.12
"126541" 711822.45 5093487.51 464.88
"126561" 711820.05 5093273.64 464.91
"126581" 711821.7 5093526.85 464.62
"126601" 711822.43 5093635.68 464.4
"126621" 711822.97 5093699.17 466.12
"126641" 711821.91 5093634.45 464.35
"126661" 711820.77 5093535.16 464.72
"126681" 711819.23 5093406.57 464.85
"126701" 711818.87 5093469.12 464.59
"126721" 711819.5 5093555.51 464.39
"126741" 711819.9 5093609.35 464.22
"126761" 711820.43 5093676.23 464.35
"126781" 711819.14 5093600.04 463.44
"126801" 711818.32 5093527.28 464.49
"126821" 711816.71 5093392.69 465.21
"126841" 711816.57 5093461.97 464.33
"126861" 711817.44 5093569.54 464.52
"126881" 711818.03 5093641.8 464.46
"126901" 711817.97 5093676.16 464.44
"126921" 711817.08 5093607.13 464.33
"126941" 711815.72 5093501.16 464.66
"126961" 711814.06 5093373.55 464.79
"126981" 711814.79 5093511.22 464.6
"127001" 711815.56 5093596.64 464.21
"127021" 711816.95 5093725.8 466.94
"127041" 711814.96 5093590.14 464.46
"127061" 711813.79 5093503.32 464.71
"127081" 711810.57 5093277.91 464.56
"127101" 711812.72 5093510.35 464.69
"127121" 711813.28 5093568.51 464.19
"127141" 711814.24 5093661.34 464.59
"127161" 711812.65 5093567.89 464.08
"127181" 711808.98 5093297.84 465.01
"127201" 711811.34 5093538.01 464.18
"127221" 711811.94 5093592.72 464.34
"127241" 711813.42 5093722.38 467.3
"127261" 711811.38 5093591.35 464.31
"127281" 711810.16 5093505.75 464.62
"127301" 711806.92 5093292.88 464.88
"127321" 711809.23 5093499.22 464.71
"127341" 711810.06 5093572.58 464.51
"127361" 711811.16 5093667.88 464.59
"127381" 711810.67 5093651.05 464.67
"127401" 711809.48 5093571.41 464.42
"127421" 711808.24 5093488.31 464.62
"127441" 711805.51 5093324.25 464.69
"127461" 711808.1 5093541.83 464.4
"127481" 711808.82 5093600.15 464.33
"127501" 711809.95 5093688.97 464.66
"127521" 711808.69 5093617.39 464.05
"127541" 711807.65 5093548.03 464.3
"127561" 711805.95 5093437.89 464.2
"127581" 711806.43 5093511.33 464.42
"127601" 711807.4 5093584.86 464.38
"127621" 711808.33 5093654.93 464.55
"127641" 711808.27 5093667.95 464.32
"127661" 711806.81 5093575.94 464.57
"127681" 711805.76 5093511.7 464.4
"127701" 711803.03 5093368.24 464.43
"127721" 711805.69 5093570.55 464.73
"127741" 711806.41 5093626.85 464.45
"127761" 711806.43 5093653.66 464.56
"127781" 711804.86 5093559.37 464.4
"127801" 711802.66 5093424.62 464.3
"127821" 711803.67 5093519.68 464.61
"127841" 711804.97 5093617.3 464.2
"127861" 711805.68 5093668.28 464.36
"127881" 711805.32 5093667.12 464.39
"127901" 711803.97 5093592.05 464.34
"127921" 711801.08 5093433.09 464.3
"127941" 711799.93 5093389.61 464.72
"127961" 711802.51 5093563.14 464.42
"127981" 711804.34 5093684.18 464.47
"128001" 711803.3 5093641.74 464.39
"128021" 711800.57 5093495.74 464.3
"128041" 711799.78 5093503.93 464.6
"128061" 711801.66 5093626.66 464.17
"128081" 711802.48 5093687.58 464.64
"128101" 711801.03 5093611.55 463.75
"128121" 711798.89 5093496.78 464.48
"128141" 711798.16 5093510.83 464.25
"128161" 711800.16 5093637.41 464.1
"128181" 711801.61 5093718.67 466.61
"128201" 711800.07 5093650.49 464.25
"128221" 711796.96 5093489.99 464.37
"128241" 711796.02 5093484.81 464.22
"128261" 711798.67 5093644.52 464.44
"128281" 711800.13 5093724.18 466.78
"128301" 711797.52 5093602.03 464.27
"128321" 711794.19 5093436.82 463.55
"128341" 711794.26 5093473.75 464.51
"128361" 711797.4 5093657.62 464.24
"128381" 711797.42 5093672.18 463.98
"128401" 711794.67 5093535.06 464.39
"128421" 711792.83 5093471.44 464.4
"128441" 711796.01 5093653.75 463.96
"128461" 711797.38 5093724.94 466.62
"128481" 711795.5 5093643.39 464.12
"128501" 711791.43 5093451.24 464.61
"128521" 711792.31 5093528.72 464.47
"128541" 711795.32 5093689.04 464.37
"128561" 711793.9 5093626.22 464.35
"128581" 711790.28 5093454.86 464.59
"128601" 711790.76 5093507.41 464.34
"128621" 711793.85 5093667.94 464.31
"128641" 711793.72 5093669.52 464.44
"128661" 711789.41 5093473.51 464.45
"128681" 711789.12 5093491.7 464.44
"128701" 711791.92 5093633.53 463.36
"128721" 711791.69 5093631.25 463.62
"128741" 711788.57 5093489.01 464.57
"128761" 711788.69 5093522.17 464.56
"128781" 711791.98 5093687.04 464.16
"128801" 711786.49 5093445.32 464.98
"128821" 711787.82 5093536.04 464.67
"128841" 711791.56 5093713.63 466.23
"128861" 711789.09 5093614.39 464.49
"128881" 711785.96 5093502.84 464.56
"128901" 711790.14 5093694.31 464.46
"128921" 711788.42 5093625.43 464.52
"128941" 711784.1 5093473.29 464.59
"128961" 711787.96 5093649.67 464.03
"128981" 711788.18 5093666.09 464.19
"129001" 711784.28 5093508.36 464.49
"129021" 711780.93 5093388.13 465.13
"129041" 711786.5 5093635.14 464.18
"129061" 711787.22 5093672.8 463.84
"129081" 711782.74 5093494.51 464.56
"129101" 711780.97 5093447.25 464.46
"129121" 711786.15 5093670.46 464.27
"129141" 711783.47 5093571.82 464.63
"129161" 711779.84 5093454.27 464.35
"129181" 711783.32 5093599.98 464.53
"129201" 711785.41 5093692.22 463.71
"129221" 711781.27 5093532.73 464.51
"129241" 711776.75 5093360.98 464.58
"129261" 711780.34 5093522.61 464.51
"129281" 711784.77 5093706.85 464.42
"129301" 711779.44 5093506.74 464.53
"129321" 711773.86 5093305.48 464.7
"129341" 711781.45 5093612.79 466.03
"129361" 711783.61 5093705.77 464.41
"129381" 711777.31 5093472.71 464.44
"129401" 711777.9 5093523.62 464.7
"129421" 711781.6 5093674.03 464.34
"129441" 711780.47 5093636.73 464.62
"129461" 711771.69 5093327.83 464.82
